Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0.0,501.0
01:00 - 02:00,0.0,454.0
02:00 - 03:00,0.0,437.0
03:00 - 04:00,0.0,426.0
04:00 - 05:00,0.0,430.0
05:00 - 06:00,0.0,451.0
06:00 - 07:00,0.0,474.0
07:00 - 08:00,0.0,336.0
08:00 - 09:00,0.0,359.0
09:00 - 10:00,0.0,422.0
10:00 - 11:00,0.0,392.0
11:00 - 12:00,,
12:00 - 13:00,0.0,365.0
13:00 - 14:00,0.0,457.0
14:00 - 15:00,0.0,441.0
15:00 - 16:00,0.0,365.0
16:00 - 17:00,0.0,405.0
17:00 - 18:00,0.0,406.0
18:00 - 19:00,0.0,399.0
19:00 - 20:00,0.0,436.0
20:00 - 21:00,0.0,408.0
21:00 - 22:00,0.0,440.0
22:00 - 23:00,0.0,424.0
23:00 - 00:00,0.0,477.0
