Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,524,0
01:00 - 02:00,566,0
02:00 - 03:00,507,0
03:00 - 04:00,574,0
04:00 - 05:00,588,0
05:00 - 06:00,548,0
06:00 - 07:00,554,0
07:00 - 08:00,595,0
08:00 - 09:00,586,0
09:00 - 10:00,618,0
10:00 - 11:00,700,0
11:00 - 12:00,766,0
12:00 - 13:00,868,0
13:00 - 14:00,961,0
14:00 - 15:00,971,0
15:00 - 16:00,1003,0
16:00 - 17:00,834,0
17:00 - 18:00,840,0
18:00 - 19:00,779,0
19:00 - 20:00,542,0
20:00 - 21:00,372,0
21:00 - 22:00,388,0
22:00 - 23:00,358,0
23:00 - 00:00,321,0
