Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,43,0
00:15 - 00:30,50,0
00:30 - 00:45,0,6
00:45 - 01:00,34,0
01:00 - 01:15,79,0
01:15 - 01:30,68,0
01:30 - 01:45,75,0
01:45 - 02:00,44,0
02:00 - 02:15,76,0
02:15 - 02:30,69,0
02:30 - 02:45,27,0
02:45 - 03:00,98,0
03:00 - 03:15,70,0
03:15 - 03:30,64,0
03:30 - 03:45,57,0
03:45 - 04:00,70,0
04:00 - 04:15,52,0
04:15 - 04:30,67,0
04:30 - 04:45,35,0
04:45 - 05:00,47,0
05:00 - 05:15,64,0
05:15 - 05:30,59,0
05:30 - 05:45,83,0
05:45 - 06:00,80,0
06:00 - 06:15,78,0
06:15 - 06:30,93,0
06:30 - 06:45,101,0
06:45 - 07:00,118,0
07:00 - 07:15,166,0
07:15 - 07:30,164,0
07:30 - 07:45,166,0
07:45 - 08:00,149,0
08:00 - 08:15,215,0
08:15 - 08:30,168,0
08:30 - 08:45,149,0
08:45 - 09:00,199,0
09:00 - 09:15,198,0
09:15 - 09:30,189,0
09:30 - 09:45,233,0
09:45 - 10:00,226,0
10:00 - 10:15,247,0
10:15 - 10:30,212,0
10:30 - 10:45,263,0
10:45 - 11:00,246,0
11:00 - 11:15,228,0
11:15 - 11:30,252,0
11:30 - 11:45,249,0
11:45 - 12:00,273,0
12:00 - 12:15,363,0
12:15 - 12:30,365,0
12:30 - 12:45,385,0
12:45 - 13:00,334,0
13:00 - 13:15,356,0
13:15 - 13:30,375,0
13:30 - 13:45,367,0
13:45 - 14:00,408,0
14:00 - 14:15,346,0
14:15 - 14:30,381,0
14:30 - 14:45,386,0
14:45 - 15:00,339,0
15:00 - 15:15,369,0
15:15 - 15:30,393,0
15:30 - 15:45,361,0
15:45 - 16:00,319,0
16:00 - 16:15,296,0
16:15 - 16:30,356,0
16:30 - 16:45,336,0
16:45 - 17:00,315,0
17:00 - 17:15,358,0
17:15 - 17:30,293,0
17:30 - 17:45,299,0
17:45 - 18:00,292,0
18:00 - 18:15,281,0
18:15 - 18:30,246,0
18:30 - 18:45,221,0
18:45 - 19:00,120,0
19:00 - 19:15,82,0
19:15 - 19:30,100,0
19:30 - 19:45,118,0
19:45 - 20:00,124,0
20:00 - 20:15,0,0
20:15 - 20:30,10,0
20:30 - 20:45,0,12
20:45 - 21:00,36,0
21:00 - 21:15,40,0
21:15 - 21:30,67,0
21:30 - 21:45,43,0
21:45 - 22:00,26,0
22:00 - 22:15,58,0
22:15 - 22:30,46,0
22:30 - 22:45,0,9
22:45 - 23:00,0,36
23:00 - 23:15,19,0
23:15 - 23:30,22,0
23:30 - 23:45,56,0
23:45 - 00:00,64,0
