Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,167
01:00 - 02:00,0,181
02:00 - 03:00,0,184
03:00 - 04:00,0,179
04:00 - 05:00,0,192
05:00 - 06:00,0,177
06:00 - 07:00,0,230
07:00 - 08:00,0,231
08:00 - 09:00,0,156
09:00 - 10:00,0,176
10:00 - 11:00,0,448
11:00 - 12:00,0,546
12:00 - 13:00,0,475
13:00 - 14:00,0,458
14:00 - 15:00,0,412
15:00 - 16:00,0,342
16:00 - 17:00,0,251
17:00 - 18:00,0,213
18:00 - 19:00,0,335
19:00 - 20:00,0,384
20:00 - 21:00,0,405
21:00 - 22:00,0,273
22:00 - 23:00,0,213
23:00 - 00:00,0,150
