Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,82
00:15 - 00:30,0,69
00:30 - 00:45,0,61
00:45 - 01:00,0,60
01:00 - 01:15,0,73
01:15 - 01:30,0,71
01:30 - 01:45,0,69
01:45 - 02:00,0,67
02:00 - 02:15,0,74
02:15 - 02:30,0,67
02:30 - 02:45,0,61
02:45 - 03:00,0,61
03:00 - 03:15,0,64
03:15 - 03:30,0,70
03:30 - 03:45,0,71
03:45 - 04:00,0,71
04:00 - 04:15,0,77
04:15 - 04:30,0,75
04:30 - 04:45,0,82
04:45 - 05:00,0,81
05:00 - 05:15,0,80
05:15 - 05:30,0,82
05:30 - 05:45,0,81
05:45 - 06:00,0,75
06:00 - 06:15,0,73
06:15 - 06:30,0,75
06:30 - 06:45,0,78
06:45 - 07:00,0,76
07:00 - 07:15,0,56
07:15 - 07:30,0,43
07:30 - 07:45,0,42
07:45 - 08:00,0,35
08:00 - 08:15,0,49
08:15 - 08:30,0,71
08:30 - 08:45,0,74
08:45 - 09:00,0,67
09:00 - 09:15,0,69
09:15 - 09:30,0,73
09:30 - 09:45,0,74
09:45 - 10:00,0,76
10:00 - 10:15,0,98
10:15 - 10:30,0,104
10:30 - 10:45,0,97
10:45 - 11:00,0,94
11:00 - 11:15,0,85
11:15 - 11:30,0,86
11:30 - 11:45,0,80
11:45 - 12:00,0,80
12:00 - 12:15,0,72
12:15 - 12:30,0,92
12:30 - 12:45,0,94
12:45 - 13:00,0,88
13:00 - 13:15,0,99
13:15 - 13:30,0,91
13:30 - 13:45,0,86
13:45 - 14:00,0,72
14:00 - 14:15,0,84
14:15 - 14:30,0,92
14:30 - 14:45,0,91
14:45 - 15:00,0,92
15:00 - 15:15,0,89
15:15 - 15:30,0,101
15:30 - 15:45,0,97
15:45 - 16:00,0,97
16:00 - 16:15,0,102
16:15 - 16:30,0,107
16:30 - 16:45,0,104
16:45 - 17:00,0,105
17:00 - 17:15,0,113
17:15 - 17:30,0,95
17:30 - 17:45,0,103
17:45 - 18:00,0,105
18:00 - 18:15,0,92
18:15 - 18:30,0,112
18:30 - 18:45,0,107
18:45 - 19:00,0,101
19:00 - 19:15,0,67
19:15 - 19:30,0,35
19:30 - 19:45,0,31
19:45 - 20:00,0,26
20:00 - 20:15,8,0
20:15 - 20:30,14,0
20:30 - 20:45,8,0
20:45 - 21:00,5,0
21:00 - 21:15,17,0
21:15 - 21:30,25,0
21:30 - 21:45,30,0
21:45 - 22:00,28,0
22:00 - 22:15,11,0
22:15 - 22:30,23,0
22:30 - 22:45,27,0
22:45 - 23:00,26,0
23:00 - 23:15,21,0
23:15 - 23:30,25,0
23:30 - 23:45,24,0
23:45 - 00:00,23,0
