Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,239
01:00 - 02:00,0,241
02:00 - 03:00,0,232
03:00 - 04:00,0,227
04:00 - 05:00,0,239
05:00 - 06:00,0,205
06:00 - 07:00,0,157
07:00 - 08:00,0,144
08:00 - 09:00,0,186
09:00 - 10:00,0,232
10:00 - 11:00,0,207
11:00 - 12:00,0,246
12:00 - 13:00,0,261
13:00 - 14:00,0,292
14:00 - 15:00,0,316
15:00 - 16:00,0,331
16:00 - 17:00,0,372
17:00 - 18:00,0,354
18:00 - 19:00,0,339
19:00 - 20:00,0,174
20:00 - 21:00,0,65
21:00 - 22:00,0,44
22:00 - 23:00,31,0
23:00 - 00:00,79,0
