Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,0,76
01:00 - 02:00,0,109
02:00 - 03:00,0,45
03:00 - 04:00,0,19
04:00 - 05:00,0,19
05:00 - 06:00,0,10
06:00 - 07:00,0,32
07:00 - 08:00,0,98
08:00 - 09:00,0,73
09:00 - 10:00,0,20
10:00 - 11:00,102,0
11:00 - 12:00,217,0
12:00 - 13:00,237,0
13:00 - 14:00,285,0
14:00 - 15:00,282,0
15:00 - 16:00,235,0
16:00 - 17:00,293,0
17:00 - 18:00,311,0
18:00 - 19:00,129,0
19:00 - 20:00,43,0
20:00 - 21:00,0,13
21:00 - 22:00,0,85
22:00 - 23:00,0,146
23:00 - 00:00,0,156
