Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,125
01:00 - 02:00,0,174
02:00 - 03:00,0,179
03:00 - 04:00,0,161
04:00 - 05:00,0,132
05:00 - 06:00,0,136
06:00 - 07:00,0,163
07:00 - 08:00,20,0
08:00 - 09:00,47,0
09:00 - 10:00,109,0
10:00 - 11:00,90,0
11:00 - 12:00,69,0
12:00 - 13:00,35,0
13:00 - 14:00,0,21
14:00 - 15:00,0,74
15:00 - 16:00,0,158
16:00 - 17:00,0,207
17:00 - 18:00,0,186
18:00 - 19:00,0,154
19:00 - 20:00,0,157
20:00 - 21:00,0,138
21:00 - 22:00,0,123
22:00 - 23:00,0,108
23:00 - 00:00,0,135
