Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,153,0
00:15 - 00:30,99,0
00:30 - 00:45,80,0
00:45 - 01:00,81,0
01:00 - 01:15,37,0
01:15 - 01:30,41,0
01:30 - 01:45,73,0
01:45 - 02:00,86,0
02:00 - 02:15,68,0
02:15 - 02:30,56,0
02:30 - 02:45,54,0
02:45 - 03:00,104,0
03:00 - 03:15,52,0
03:15 - 03:30,49,0
03:30 - 03:45,75,0
03:45 - 04:00,70,0
04:00 - 04:15,28,0
04:15 - 04:30,56,0
04:30 - 04:45,58,0
04:45 - 05:00,37,0
05:00 - 05:15,55,0
05:15 - 05:30,53,0
05:30 - 05:45,50,0
05:45 - 06:00,51,0
06:00 - 06:15,0,0
06:15 - 06:30,22,0
06:30 - 06:45,83,0
06:45 - 07:00,47,0
07:00 - 07:15,0,51
07:15 - 07:30,0,63
07:30 - 07:45,0,62
07:45 - 08:00,0,77
08:00 - 08:15,0,16
08:15 - 08:30,0,62
08:30 - 08:45,0,53
08:45 - 09:00,0,70
09:00 - 09:15,0,30
09:15 - 09:30,0,58
09:30 - 09:45,0,24
09:45 - 10:00,0,102
10:00 - 10:15,0,18
10:15 - 10:30,0,41
10:30 - 10:45,0,65
10:45 - 11:00,0,58
11:00 - 11:15,0,13
11:15 - 11:30,0,97
11:30 - 11:45,0,20
11:45 - 12:00,0,5
12:00 - 12:15,94,0
12:15 - 12:30,73,0
12:30 - 12:45,39,0
12:45 - 13:00,25,0
13:00 - 13:15,100,0
13:15 - 13:30,112,0
13:30 - 13:45,106,0
13:45 - 14:00,39,0
14:00 - 14:15,116,0
14:15 - 14:30,157,0
14:30 - 14:45,201,0
14:45 - 15:00,162,0
15:00 - 15:15,141,0
15:15 - 15:30,181,0
15:30 - 15:45,209,0
15:45 - 16:00,184,0
16:00 - 16:15,232,0
16:15 - 16:30,196,0
16:30 - 16:45,223,0
16:45 - 17:00,149,0
17:00 - 17:15,195,0
17:15 - 17:30,255,0
17:30 - 17:45,247,0
17:45 - 18:00,265,0
18:00 - 18:15,163,0
18:15 - 18:30,169,0
18:30 - 18:45,155,0
18:45 - 19:00,211,0
19:00 - 19:15,140,0
19:15 - 19:30,210,0
19:30 - 19:45,178,0
19:45 - 20:00,173,0
20:00 - 20:15,97,0
20:15 - 20:30,125,0
20:30 - 20:45,133,0
20:45 - 21:00,131,0
21:00 - 21:15,102,0
21:15 - 21:30,104,0
21:30 - 21:45,85,0
21:45 - 22:00,23,0
22:00 - 22:15,38,0
22:15 - 22:30,0,0
22:30 - 22:45,0,13
22:45 - 23:00,15,0
23:00 - 23:15,63,0
23:15 - 23:30,0,0
23:30 - 23:45,0,23
23:45 - 00:00,10,0
