Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,209,0
00:15 - 00:30,116,0
00:30 - 00:45,164,0
00:45 - 01:00,107,0
01:00 - 01:15,130,0
01:15 - 01:30,148,0
01:30 - 01:45,103,0
01:45 - 02:00,190,0
02:00 - 02:15,214,0
02:15 - 02:30,171,0
02:30 - 02:45,155,0
02:45 - 03:00,228,0
03:00 - 03:15,194,0
03:15 - 03:30,193,0
03:30 - 03:45,228,0
03:45 - 04:00,209,0
04:00 - 04:15,232,0
04:15 - 04:30,215,0
04:30 - 04:45,223,0
04:45 - 05:00,152,0
05:00 - 05:15,183,0
05:15 - 05:30,213,0
05:30 - 05:45,244,0
05:45 - 06:00,211,0
06:00 - 06:15,206,0
06:15 - 06:30,199,0
06:30 - 06:45,222,0
06:45 - 07:00,211,0
07:00 - 07:15,175,0
07:15 - 07:30,131,0
07:30 - 07:45,143,0
07:45 - 08:00,106,0
08:00 - 08:15,230,0
08:15 - 08:30,239,0
08:30 - 08:45,165,0
08:45 - 09:00,101,0
09:00 - 09:15,168,0
09:15 - 09:30,153,0
09:30 - 09:45,134,0
09:45 - 10:00,96,0
10:00 - 10:15,142,0
10:15 - 10:30,178,0
10:30 - 10:45,115,0
10:45 - 11:00,117,0
11:00 - 11:15,80,0
11:15 - 11:30,53,0
11:30 - 11:45,81,0
11:45 - 12:00,112,0
12:00 - 12:15,91,0
12:15 - 12:30,101,0
12:30 - 12:45,106,0
12:45 - 13:00,93,0
13:00 - 13:15,210,0
13:15 - 13:30,246,0
13:30 - 13:45,242,0
13:45 - 14:00,237,0
14:00 - 14:15,268,0
14:15 - 14:30,322,0
14:30 - 14:45,316,0
14:45 - 15:00,334,0
15:00 - 15:15,341,0
15:15 - 15:30,347,0
15:30 - 15:45,373,0
15:45 - 16:00,292,0
16:00 - 16:15,319,0
16:15 - 16:30,305,0
16:30 - 16:45,349,0
16:45 - 17:00,277,0
17:00 - 17:15,343,0
17:15 - 17:30,401,0
17:30 - 17:45,360,0
17:45 - 18:00,429,0
18:00 - 18:15,374,0
18:15 - 18:30,397,0
18:30 - 18:45,420,0
18:45 - 19:00,435,0
19:00 - 19:15,332,0
19:15 - 19:30,297,0
19:30 - 19:45,362,0
19:45 - 20:00,399,0
20:00 - 20:15,396,0
20:15 - 20:30,422,0
20:30 - 20:45,400,0
20:45 - 21:00,409,0
21:00 - 21:15,425,0
21:15 - 21:30,425,0
21:30 - 21:45,392,0
21:45 - 22:00,334,0
22:00 - 22:15,432,0
22:15 - 22:30,474,0
22:30 - 22:45,454,0
22:45 - 23:00,493,0
23:00 - 23:15,410,0
23:15 - 23:30,383,0
23:30 - 23:45,409,0
23:45 - 00:00,422,0
