Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,0,277
01:00 - 02:00,0,240
02:00 - 03:00,0,213
03:00 - 04:00,0,150
04:00 - 05:00,0,62
05:00 - 06:00,0,68
06:00 - 07:00,0,64
07:00 - 08:00,0,109
08:00 - 09:00,0,72
09:00 - 10:00,0,61
10:00 - 11:00,165,0
11:00 - 12:00,365,0
12:00 - 13:00,418,0
13:00 - 14:00,443,0
14:00 - 15:00,550,0
15:00 - 16:00,633,0
16:00 - 17:00,680,0
17:00 - 18:00,573,0
18:00 - 19:00,607,0
19:00 - 20:00,563,0
20:00 - 21:00,311,0
21:00 - 22:00,170,0
22:00 - 23:00,111,0
23:00 - 00:00,126,0
