Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,240,0
01:00 - 02:00,391,0
02:00 - 03:00,412,0
03:00 - 04:00,395,0
04:00 - 05:00,411,0
05:00 - 06:00,385,0
06:00 - 07:00,421,0
07:00 - 08:00,498,0
08:00 - 09:00,581,0
09:00 - 10:00,541,0
10:00 - 11:00,553,0
11:00 - 12:00,523,0
12:00 - 13:00,526,0
13:00 - 14:00,549,0
14:00 - 15:00,530,0
15:00 - 16:00,568,0
16:00 - 17:00,550,0
17:00 - 18:00,551,0
18:00 - 19:00,589,0
19:00 - 20:00,511,0
20:00 - 21:00,474,0
21:00 - 22:00,508,0
22:00 - 23:00,442,0
23:00 - 00:00,383,0
