Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,304,0
01:00 - 02:00,319,0
02:00 - 03:00,232,0
03:00 - 04:00,210,0
04:00 - 05:00,238,0
05:00 - 06:00,271,0
06:00 - 07:00,323,0
07:00 - 08:00,356,0
08:00 - 09:00,471,0
09:00 - 10:00,502,0
10:00 - 11:00,529,0
11:00 - 12:00,580,0
12:00 - 13:00,541,0
13:00 - 14:00,562,0
14:00 - 15:00,645,0
15:00 - 16:00,626,0
16:00 - 17:00,617,0
17:00 - 18:00,676,0
18:00 - 19:00,569,0
19:00 - 20:00,338,0
20:00 - 21:00,379,0
21:00 - 22:00,410,0
22:00 - 23:00,364,0
23:00 - 00:00,315,0
