Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,596,0
01:00 - 02:00,513,0
02:00 - 03:00,522,0
03:00 - 04:00,528,0
04:00 - 05:00,593,0
05:00 - 06:00,714,0
06:00 - 07:00,741,0
07:00 - 08:00,522,0
08:00 - 09:00,501,0
09:00 - 10:00,423,0
10:00 - 11:00,383,0
11:00 - 12:00,521,0
12:00 - 13:00,432,0
13:00 - 14:00,438,0
14:00 - 15:00,522,0
15:00 - 16:00,654,0
16:00 - 17:00,625,0
17:00 - 18:00,701,0
18:00 - 19:00,738,0
19:00 - 20:00,726,0
20:00 - 21:00,669,0
21:00 - 22:00,664,0
22:00 - 23:00,569,0
23:00 - 00:00,597,0
