Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,221
01:00 - 02:00,0,244
02:00 - 03:00,0,257
03:00 - 04:00,0,241
04:00 - 05:00,0,266
05:00 - 06:00,0,291
06:00 - 07:00,0,376
07:00 - 08:00,0,226
08:00 - 09:00,0,234
09:00 - 10:00,0,257
10:00 - 11:00,0,290
11:00 - 12:00,0,480
12:00 - 13:00,0,492
13:00 - 14:00,0,470
14:00 - 15:00,0,476
15:00 - 16:00,0,516
16:00 - 17:00,0,436
17:00 - 18:00,0,385
18:00 - 19:00,0,317
19:00 - 20:00,0,262
20:00 - 21:00,0,322
21:00 - 22:00,0,329
22:00 - 23:00,0,252
23:00 - 00:00,0,319
