Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,217
01:00 - 02:00,0,239
02:00 - 03:00,0,214
03:00 - 04:00,0,246
04:00 - 05:00,0,249
05:00 - 06:00,0,235
06:00 - 07:00,0,159
07:00 - 08:00,0,40
08:00 - 09:00,33,0
09:00 - 10:00,72,0
10:00 - 11:00,163,0
11:00 - 12:00,144,0
12:00 - 13:00,108,0
13:00 - 14:00,99,0
14:00 - 15:00,0,1
15:00 - 16:00,0,96
16:00 - 17:00,0,103
17:00 - 18:00,0,93
18:00 - 19:00,0,188
19:00 - 20:00,0,180
20:00 - 21:00,0,196
21:00 - 22:00,0,206
22:00 - 23:00,0,173
23:00 - 00:00,0,199
