Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,338,0
00:15 - 00:30,297,0
00:30 - 00:45,304,0
00:45 - 01:00,295,0
01:00 - 01:15,314,0
01:15 - 01:30,314,0
01:30 - 01:45,262,0
01:45 - 02:00,262,0
02:00 - 02:15,294,0
02:15 - 02:30,278,0
02:30 - 02:45,258,0
02:45 - 03:00,297,0
03:00 - 03:15,305,0
03:15 - 03:30,314,0
03:30 - 03:45,272,0
03:45 - 04:00,303,0
04:00 - 04:15,236,0
04:15 - 04:30,219,0
04:30 - 04:45,243,0
04:45 - 05:00,214,0
05:00 - 05:15,265,0
05:15 - 05:30,201,0
05:30 - 05:45,230,0
05:45 - 06:00,243,0
06:00 - 06:15,230,0
06:15 - 06:30,169,0
06:30 - 06:45,204,0
06:45 - 07:00,190,0
07:00 - 07:15,206,0
07:15 - 07:30,166,0
07:30 - 07:45,157,0
07:45 - 08:00,151,0
08:00 - 08:15,168,0
08:15 - 08:30,153,0
08:30 - 08:45,104,0
08:45 - 09:00,111,0
09:00 - 09:15,51,0
09:15 - 09:30,109,0
09:30 - 09:45,157,0
09:45 - 10:00,214,0
10:00 - 10:15,335,0
10:15 - 10:30,340,0
10:30 - 10:45,326,0
10:45 - 11:00,311,0
11:00 - 11:15,341,0
11:15 - 11:30,335,0
11:30 - 11:45,298,0
11:45 - 12:00,251,0
12:00 - 12:15,233,0
12:15 - 12:30,255,0
12:30 - 12:45,251,0
12:45 - 13:00,276,0
13:00 - 13:15,281,0
13:15 - 13:30,322,0
13:30 - 13:45,276,0
13:45 - 14:00,272,0
14:00 - 14:15,342,0
14:15 - 14:30,340,0
14:30 - 14:45,366,0
14:45 - 15:00,357,0
15:00 - 15:15,338,0
15:15 - 15:30,374,0
15:30 - 15:45,371,0
15:45 - 16:00,376,0
16:00 - 16:15,390,0
16:15 - 16:30,436,0
16:30 - 16:45,392,0
16:45 - 17:00,406,0
17:00 - 17:15,492,0
17:15 - 17:30,510,0
17:30 - 17:45,485,0
17:45 - 18:00,616,0
18:00 - 18:15,562,0
18:15 - 18:30,523,0
18:30 - 18:45,585,0
18:45 - 19:00,557,0
19:00 - 19:15,431,0
19:15 - 19:30,425,0
19:30 - 19:45,369,0
19:45 - 20:00,438,0
20:00 - 20:15,388,0
20:15 - 20:30,388,0
20:30 - 20:45,375,0
20:45 - 21:00,396,0
21:00 - 21:15,372,0
21:15 - 21:30,339,0
21:30 - 21:45,346,0
21:45 - 22:00,310,0
22:00 - 22:15,368,0
22:15 - 22:30,352,0
22:30 - 22:45,375,0
22:45 - 23:00,268,0
23:00 - 23:15,386,0
23:15 - 23:30,342,0
23:30 - 23:45,359,0
23:45 - 00:00,321,0
