Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,550,0
01:00 - 02:00,548,0
02:00 - 03:00,526,0
03:00 - 04:00,514,0
04:00 - 05:00,438,0
05:00 - 06:00,386,0
06:00 - 07:00,364,0
07:00 - 08:00,330,0
08:00 - 09:00,250,0
09:00 - 10:00,151,0
10:00 - 11:00,427,0
11:00 - 12:00,436,0
12:00 - 13:00,347,0
13:00 - 14:00,388,0
14:00 - 15:00,441,0
15:00 - 16:00,498,0
16:00 - 17:00,553,0
17:00 - 18:00,683,0
18:00 - 19:00,827,0
19:00 - 20:00,711,0
20:00 - 21:00,648,0
21:00 - 22:00,672,0
22:00 - 23:00,674,0
23:00 - 00:00,637,0
